filename,x,y
0117688.jpg,-2.585293,-6.164976
0061402.jpg,-8.06965,-6.731442
0453414.jpg,-13.635486,9.881963
1110272.jpg,2.2537367,18.478758
5112054.jpg,1.8915392,-9.974489
0022418.jpg,0.5245074,18.151821
3592704.jpg,5.034024,-9.81479
0100705.jpg,-1.0588074,13.757977
1406175.jpg,-4.4186897,-11.393845
4000870.jpg,-1.4015934,17.336561
0026799.jpg,-14.405155,2.6764903
0062974.jpg,-4.70042,11.754251
0101414.jpg,1.9391857,-0.83502984
0069446.jpg,-5.341827,18.033117
0913951.jpg,15.046626,-4.9727297
3212002.jpg,9.426481,-1.2447876
4815122.jpg,-9.3261,-11.648717
8420442.jpg,-9.096771,8.155827
0203635.jpg,13.859416,1.9029506
0072648.jpg,8.601634,0.21226355
0108172.jpg,-12.444722,-11.431994
0310024.jpg,-4.449945,-4.8299947
0316318.jpg,10.7947855,-7.4867945
5335394.jpg,-10.980418,5.652356
6484954.jpg,8.97099,0.19352314
5082014.jpg,-6.387842,-3.337122
0349776.jpg,13.762077,-9.130029
0455142.jpg,-14.659022,10.031176
0028390.jpg,4.117469,-11.517705
1837574.jpg,14.62861,6.0947556
0095802.jpg,0.04357524,2.5939748
0160835.jpg,0.8788035,-5.4325247
4552536.jpg,11.630351,-7.109104
0404031.jpg,19.908083,-4.3702025
5113086.jpg,12.406285,-3.3882902
3550748.jpg,-4.4656568,-13.021685
3096778.jpg,17.52397,-6.3480616
2415372.jpg,-6.1971354,-9.304632
0119577.jpg,0.5178711,-2.451085
0058949.jpg,-4.348132,13.812657
8200998.jpg,-3.9451158,7.18129
0033858.jpg,-17.404716,6.4179792
0792965.jpg,17.200357,-6.6605935
0122444.jpg,3.6369221,-4.014069
2132486.jpg,-1.6424707,3.6528063
0252335.jpg,10.11836,-6.209477
0057267.jpg,11.031254,-7.461389
0365957.jpg,13.084147,0.64328
1193126.jpg,6.604179,-13.898054
0039040.jpg,-12.8390255,-0.82190144
1793224.jpg,-5.0280046,-5.100818
1502420.jpg,-9.537592,5.264532
2375589.jpg,-12.221999,3.5804899
1327702.jpg,4.291761,0.34959245
0064665.jpg,-0.9130393,-1.5979925
0062886.jpg,-6.2754593,0.5431372
0020563.jpg,-2.0825734,-7.0950594
0229328.jpg,10.585647,-6.3371224
0060311.jpg,-3.3467982,13.578105
0068538.jpg,-7.5380983,1.0083138
0827713.jpg,-0.72034895,16.090956
1954688.jpg,11.209984,-1.7969261
5434972.jpg,-8.472937,7.0798798
1672091.jpg,-7.120128,-6.3765526
0107962.jpg,-8.940706,4.7226624
4555426.jpg,8.757996,0.053988088
3767278.jpg,7.4444013,10.4925785
0044391.jpg,-8.5087,-0.659808
0302739.jpg,-5.6570888,3.8526022
0430063.jpg,12.37171,-7.9807453
0110201.jpg,20.899698,-7.297108
0257954.jpg,-3.1268983,-5.2153974
0013367.jpg,1.8292316,8.457734
0072976.jpg,1.6377196,-9.853917
1048171.jpg,9.862719,-9.856223
8173728.jpg,8.907583,-15.777039
4975280.jpg,10.901279,-6.050566
0034224.jpg,-4.6965027,17.341303
0090564.jpg,-4.120841,-8.063367
0055922.jpg,-9.215288,12.229725
0088075.jpg,-9.965258,-4.301798
0437325.jpg,12.128751,-4.7530007
1242599.jpg,-12.789287,12.415503
8329290.jpg,-8.753908,6.449385
0239949.jpg,1.2662953,7.9580226
0112665.jpg,0.83886206,4.341052
4000936.jpg,-0.8862035,17.329
0109384.jpg,0.6016344,7.167663
0114122.jpg,12.970964,-5.072334
4543744.jpg,-3.532132,-5.5153565
0039011.jpg,-6.008467,14.840112
1895536.jpg,7.3909936,9.046065
0038518.jpg,-5.064926,15.869369
0167423.jpg,-4.892114,-13.534052
0081332.jpg,7.1213846,7.8875527
0089538.jpg,-0.61353576,4.865219
0075265.jpg,-11.09317,-1.4725974
0407617.jpg,-5.2860465,-5.2124434
4919484.jpg,-1.1777432,-9.895022
0419724.jpg,-10.430644,-12.722769
0445570.jpg,-14.127298,7.956267
1609132.jpg,17.094872,-11.91629
1926313.jpg,-0.80111307,5.8304434
6756498.jpg,13.197343,-0.90308183
5462892.jpg,-11.226137,-2.8425
3364242.jpg,-8.690933,14.722369
0160356.jpg,2.7787452,1.3207685
0099677.jpg,10.681664,-10.548227
2018086.jpg,11.324666,-9.965345
5079452.jpg,-6.2414923,-10.68325
0377309.jpg,18.582052,-5.7770643
0264150.jpg,1.8406578,4.485189
7042862.jpg,15.739315,-2.8624291
0068369.jpg,5.32989,3.2636738
0066104.jpg,10.321796,8.071708
0088247.jpg,12.6134815,-5.9030447
0062787.jpg,-6.0857816,-5.9215426
2120025.jpg,-12.910282,0.8988288
2066922.jpg,-2.9647183,-7.0596504
0077383.jpg,3.0160747,3.898329
0067985.jpg,-9.929701,-5.5902457
3053694.jpg,2.3174083,3.348825
0075079.jpg,-1.3497093,17.801569
0114660.jpg,12.893733,-4.174453
0075278.jpg,-3.1121035,16.067272
1620933.jpg,-2.8585594,-12.06841
0097419.jpg,-16.906559,6.5338297
0069449.jpg,-13.853091,11.602111
0084388.jpg,-3.66045,-8.801895
0072144.jpg,6.052261,-11.972212
0893382.jpg,10.898984,5.332287
0982893.jpg,-8.986715,2.1131184
2871256.jpg,14.714257,6.0930085
0321440.jpg,-10.239399,5.5896425
1720254.jpg,2.8313007,-4.1991687
0203540.jpg,4.1499944,4.9457054
0072707.jpg,0.39806598,-6.604498
2698140.jpg,9.879924,-8.319778
0065688.jpg,16.841318,-2.5462036
0069698.jpg,-10.4635,-7.688261
7692824.jpg,-4.8433957,-13.308817
1491044.jpg,16.806177,-7.0497236
6023444.jpg,-9.883818,6.7420325
0298515.jpg,15.279156,5.795301
1183672.jpg,-10.083138,-0.54123455
6603378.jpg,3.6106522,-12.658909
0067429.jpg,-0.15108676,-0.35611185
4800070.jpg,14.601479,7.034029
0081303.jpg,4.654399,1.6898153
0242527.jpg,14.459418,5.252841
0097458.jpg,-3.327552,15.759653
0047053.jpg,-15.134524,1.7563671
0116749.jpg,-10.328337,11.061741
0061782.jpg,-6.0101795,-6.3590903
0066461.jpg,-9.70013,-9.9809675
0165942.jpg,-0.6943525,11.153479
0171851.jpg,6.405839,-4.425414
1300155.jpg,-14.862837,11.151013
7424396.jpg,4.0786886,4.2864704
1468703.jpg,13.04819,-8.216781
0248912.jpg,-2.9965196,15.667369
0082356.jpg,11.357486,-13.264375
3299704.jpg,-6.133976,-8.587635
4846220.jpg,15.00518,-10.005887
1496868.jpg,-11.874405,-4.361387
0040870.jpg,-1.767877,14.87357
0238948.jpg,3.6516647,-14.889239
0073714.jpg,-12.378623,-3.3699396
1236182.jpg,10.069842,-5.059012
0095016.jpg,10.725878,-7.693758
0144142.jpg,6.019318,-1.7023094
1262415.jpg,13.025953,-7.7449527
4765708.jpg,8.615217,6.3432603
1284587.jpg,7.785655,-8.039129
2393845.jpg,-6.7450156,18.37619
0103262.jpg,-12.042969,-1.0497316
5153260.jpg,-13.576012,6.081391
1612793.jpg,-7.784341,6.4332952
7442160.jpg,3.8219752,-4.1002417
0123360.jpg,9.249481,-15.240613
0041699.jpg,-2.8788998,-7.7410803
2910814.jpg,4.2971215,4.52292
0034919.jpg,6.26161,-7.925677
0050783.jpg,5.5467615,-1.3428639
1542971.jpg,3.3009872,-11.682859
1604670.jpg,11.078877,-6.7015405
6642264.jpg,-7.980794,-12.072552
3132738.jpg,8.068027,6.358715
0086425.jpg,9.726873,-7.468025
0036931.jpg,-18.061731,6.7090836
0082235.jpg,9.695465,9.2124195
3169706.jpg,2.8794558,-1.9125153
1138457.jpg,15.085659,-8.379681
0046097.jpg,0.29163575,5.778111
0071256.jpg,-5.639375,0.7297788
0031103.jpg,-6.7749043,-5.6697974
1910615.jpg,4.938803,6.497626
0115632.jpg,-10.780204,2.6562307
0110222.jpg,-3.7763104,10.92589
0060511.jpg,-0.0021793735,14.154208
0268978.jpg,-2.5612168,0.9255737
0088940.jpg,-11.844773,6.55886
0033613.jpg,-12.683021,2.2524831
2082232.jpg,8.680518,-13.144605
1728239.jpg,-17.477545,5.1545415
0806147.jpg,-5.016671,-3.7385309
0256106.jpg,3.9543738,-7.190658
0282209.jpg,14.807331,-5.704683
1385956.jpg,11.467029,-6.9980564
1277736.jpg,-4.3949127,19.880672
0104613.jpg,14.777967,4.520074
2955096.jpg,-3.6490119,-10.892428
0084886.jpg,-13.424187,3.2670066
1204883.jpg,14.309025,-6.089514
1235842.jpg,-13.127756,-1.3835697
1160015.jpg,-9.547904,6.519663
1242423.jpg,0.69489866,15.242627
5734214.jpg,-10.306708,-2.4076657
0176538.jpg,9.304667,-14.983656
0037610.jpg,-5.210581,-2.370927
0064649.jpg,-4.079105,0.76037514
0091621.jpg,-3.528457,7.9863224
5639354.jpg,-13.80455,3.177259
5740242.jpg,-1.8071576,-6.9760923
0074356.jpg,10.13962,5.6867223
3825638.jpg,11.250526,10.859561
0298737.jpg,-10.515247,10.830664
0081036.jpg,6.6349382,4.967388
7365604.jpg,-3.5532384,7.387793
1409611.jpg,-15.989455,4.197833
6817202.jpg,8.3849125,-8.950036
0091975.jpg,-7.6048813,15.428846
5876318.jpg,-13.717411,1.2611047
0159432.jpg,-12.8489685,3.3930883
1479668.jpg,1.7089816,2.869
0064924.jpg,-2.7147193,-5.8903966
0063752.jpg,0.86974984,-4.1468453
8101766.jpg,-5.3573728,3.3715355
5271906.jpg,7.0274363,8.058808
0066258.jpg,-3.4081087,16.636448
0035521.jpg,-8.445178,2.6916347
0426499.jpg,7.1087847,7.753364
0037800.jpg,-7.147646,-3.3613524
0044521.jpg,8.2712345,-9.634631
0170223.jpg,-4.282877,1.1315328
0029557.jpg,10.055595,-8.3436575
0025028.jpg,-4.2754645,14.50974
1468322.jpg,2.260652,4.8532095
0037614.jpg,0.6670488,-2.775402
0032356.jpg,-5.463863,-6.686375
4795680.jpg,3.6476684,-7.136341
0024816.jpg,-0.47482294,19.302889
2468826.jpg,6.037833,-10.399018
4481066.jpg,-5.1785593,3.16486
0075989.jpg,-6.997289,-2.288571
0099374.jpg,14.602524,5.135875
4394034.jpg,5.711018,2.7684958
7578566.jpg,-0.15159492,5.292296
0390067.jpg,11.196711,-8.682134
0299873.jpg,16.756577,-2.4931042
0105719.jpg,3.001461,-7.0316553
1625075.jpg,9.131892,-9.2468195
0329330.jpg,-8.514082,-5.5743594
0052278.jpg,-5.5877576,-3.0294552
1555209.jpg,3.4055386,-7.947456
3683702.jpg,-14.839235,12.967706
5357902.jpg,4.4939404,0.7920991
0137927.jpg,7.575941,0.62889147
3985604.jpg,-5.770429,-6.0330997
5721654.jpg,-4.2475533,-6.104219
5178596.jpg,-7.1220994,-4.832566
0069996.jpg,-6.826127,-0.83986
6704898.jpg,-4.9984474,-5.629306
2382009.jpg,-5.0137477,-5.6457763
0253754.jpg,15.681412,-13.053927
4626160.jpg,-3.4540823,-6.4680696
0144528.jpg,-2.0525868,-9.52839
0123987.jpg,-17.195368,6.5160685
0075364.jpg,-11.505576,-4.1185784
1702443.jpg,-0.12376437,-8.465022
0011984.jpg,-3.0079663,15.284884
0829251.jpg,12.908582,-9.731818
6856592.jpg,16.481455,-9.208086
0381429.jpg,-3.4267254,18.079699
0098573.jpg,12.065205,-8.376983
0383053.jpg,-4.4780636,12.949857
0113538.jpg,20.329792,-5.0635114
6290202.jpg,7.085891,-11.393123
0032406.jpg,-17.773869,2.6159587
0060083.jpg,-13.03488,-6.9475455
2149360.jpg,-2.1064773,-4.786537
3414954.jpg,-8.616477,-8.326109
1327788.jpg,9.9628,-2.519487
0120311.jpg,2.1977131,-11.508772
0070743.jpg,-8.43518,2.6133087
3276632.jpg,-6.6613503,-8.136524
4998772.jpg,14.898045,-6.8507767
1821427.jpg,-8.464774,-13.587042
6417144.jpg,19.109362,2.2472575
0067771.jpg,-2.7108147,-3.7845645
6547170.jpg,-5.397932,-7.3043823
1289430.jpg,3.3681831,2.526406
5516464.jpg,-5.4963346,-10.110443
0044939.jpg,-8.180099,-3.1627748
0080448.jpg,8.450497,-3.795806
0356614.jpg,8.19195,-10.705902
3400286.jpg,-1.0099132,8.958517
0108234.jpg,12.172274,-12.831724
0048545.jpg,1.5658183,13.686027
0117883.jpg,10.781033,-5.19242
0290747.jpg,13.386474,-8.893942
0120363.jpg,2.9612143,3.556355
0068802.jpg,-6.469015,-11.863967
0053610.jpg,-15.233796,9.452387
1183696.jpg,19.804934,-2.4782028
0105306.jpg,-6.319579,11.038549
0046183.jpg,-3.566709,15.07629
2327239.jpg,-0.31458366,-12.511432
0027228.jpg,-6.562027,14.061111
0040861.jpg,-4.6542597,14.753813
0030070.jpg,-4.643497,14.655087
3320578.jpg,-9.387011,-2.0778754
0029231.jpg,-8.3333,-9.142537
1426357.jpg,7.9458003,10.646336
0048346.jpg,3.9417922,3.120951
0087921.jpg,-2.8054898,-4.61826
0058018.jpg,-6.9585185,0.13956442
0330795.jpg,10.715685,1.7498187
0095488.jpg,-9.087528,8.172604
0000091.jpg,11.035822,-7.0575175
0233699.jpg,-7.9116974,-5.201586
0084476.jpg,10.511344,4.5316887
0166896.jpg,11.540296,-0.40206516
0158622.jpg,-14.302142,4.120895
5998104.jpg,2.6443722,2.6452076
0091464.jpg,0.35112378,12.704889
1132620.jpg,11.782262,-5.7700152
6462506.jpg,-5.514015,-5.59932
0045531.jpg,-2.2803411,3.592516
3310896.jpg,-0.12200717,-0.23560612
6890582.jpg,10.495922,2.7261152
4568328.jpg,-0.2672565,-4.461837
1821374.jpg,19.418121,-4.6643004
0289605.jpg,-0.6641304,-13.029615
