filename,x,y
0028616.jpg,-4.9197206,14.05175
2210842.jpg,-11.537153,3.5495398
2235515.jpg,7.5486484,11.532297
0117262.jpg,10.798041,-7.0665216
1155705.jpg,-16.385235,10.386099
0021571.jpg,-4.11779,17.698801
0379375.jpg,2.827719,14.63435
2214941.jpg,6.483506,-4.241999
0093737.jpg,-0.78261745,-6.013561
0038422.jpg,-15.974435,11.9496155
0090223.jpg,-3.2325063,13.444083
0092264.jpg,-7.176632,1.5468765
0242952.jpg,0.78387505,-7.5717235
2308860.jpg,11.698707,-8.638448
0188082.jpg,-7.1128116,-7.66006
0026023.jpg,-10.761145,5.6380105
4146132.jpg,-6.814549,-9.82047
0046945.jpg,-3.501282,12.278861
0081246.jpg,-4.8830853,-3.0974338
0009018.jpg,-4.389753,15.610572
4547948.jpg,11.25205,10.809159
0041796.jpg,-3.7613914,12.963616
0097870.jpg,-14.531031,-0.8593874
0066817.jpg,-1.88867,13.885306
1556190.jpg,6.2289996,8.612773
0034389.jpg,-4.680568,-6.1324897
3273434.jpg,-3.0102725,-0.587644
8549254.jpg,18.987865,2.3120725
4972582.jpg,10.613266,2.2235894
0052896.jpg,-14.389434,11.260198
4480940.jpg,-8.204598,-3.9269168
0853153.jpg,-0.9430974,-10.376073
1381404.jpg,-1.4626635,-0.2955473
6546808.jpg,6.3536525,-2.0993145
1345782.jpg,-1.3595297,16.278204
0051886.jpg,-14.76083,11.204598
0069528.jpg,-9.38208,11.362757
1242881.jpg,-4.5767913,18.72046
5653514.jpg,-6.9592648,-1.6353923
0988108.jpg,18.069096,-4.231667
0339785.jpg,12.306805,-2.860483
0031169.jpg,-12.175699,-0.5808164
0290002.jpg,-5.466665,-5.6424093
0041162.jpg,-8.226236,12.038471
5994792.jpg,-5.6362205,4.092779
5936492.jpg,10.242082,5.4792247
4008864.jpg,11.619326,-10.8175535
4026562.jpg,-9.356876,7.1710467
0071910.jpg,-11.259352,0.5314445
1389072.jpg,-4.959461,-5.5920386
0250617.jpg,-0.13011387,-13.423879
0098261.jpg,-4.1996217,-1.1639545
0048001.jpg,-3.5377586,7.343449
0119592.jpg,14.605858,5.0256987
0017825.jpg,2.6788638,-12.728253
0216625.jpg,1.7936755,-14.672963
0876294.jpg,-5.2470417,-8.630184
1130088.jpg,-1.5470589,8.476523
1458175.jpg,-5.8167667,-3.8984206
8311792.jpg,-1.9106218,-3.9912088
0084096.jpg,-5.4219923,2.6991138
1721672.jpg,-6.1137476,-5.183489
0052997.jpg,-4.947617,-5.638447
0103634.jpg,-15.144075,-6.577744
0025227.jpg,-0.24023317,-7.958401
1437366.jpg,9.375141,-7.2208323
0229340.jpg,11.984073,-6.2779975
0054758.jpg,-5.273794,15.1244545
0094632.jpg,14.148244,9.810078
0032762.jpg,-10.637732,-1.8278719
3621968.jpg,-17.529972,7.580807
4482938.jpg,-1.2407528,-8.29039
0085475.jpg,-5.976473,11.13249
6678874.jpg,8.476764,-2.0183587
0038663.jpg,-2.8049657,6.0186415
0082516.jpg,-2.5320337,13.586492
0017743.jpg,-12.395732,9.36407
0030063.jpg,-15.689456,11.0554285
0138946.jpg,12.292608,-6.729219
0413895.jpg,7.9332075,-7.075995
4040888.jpg,6.9790096,-10.386905
0120338.jpg,9.665368,-12.1346
0023374.jpg,-7.554449,-8.388569
0212573.jpg,-2.9167771,2.1597385
3433632.jpg,-1.0191569,-7.089697
1303782.jpg,12.581628,-8.9472
4076760.jpg,-9.234179,5.877729
0058377.jpg,-6.253716,17.164022
0241663.jpg,-4.781038,-8.076632
0080625.jpg,10.33016,-6.6414795
0071389.jpg,-14.913627,11.006531
0040076.jpg,-4.4621477,-1.9227747
0342275.jpg,-9.730285,6.0509305
0029706.jpg,-8.450799,-0.73965275
0076051.jpg,2.8971167,6.3437757
0116393.jpg,-2.491138,-5.3529634
10122392.jpg,-9.931747,6.159141
1712502.jpg,11.840212,-7.8981495
1413496.jpg,9.557533,6.78222
5705966.jpg,7.6422515,10.351634
0180837.jpg,-2.997421,-2.5271273
0331508.jpg,18.775305,-7.3041024
0056969.jpg,-3.6056736,14.063983
0035379.jpg,-17.536255,6.860819
5928396.jpg,5.696968,-11.213389
0045659.jpg,-2.7751908,14.19688
0385751.jpg,13.843063,1.4472692
6427854.jpg,10.318094,8.276824
0037843.jpg,-4.370412,15.218393
0175809.jpg,-8.388832,4.9487734
0272022.jpg,-7.6542807,-1.6775185
0070910.jpg,-10.715152,-10.862053
0800228.jpg,-10.003852,-6.9056263
0066585.jpg,7.202397,2.8264623
1422020.jpg,10.202991,-7.052981
0043361.jpg,-0.6564484,-0.47117668
0383574.jpg,21.733778,-2.6389046
1345525.jpg,8.9401245,-6.7311225
0316653.jpg,19.272264,-5.881301
0022158.jpg,-10.846869,7.573551
0465472.jpg,2.0009484,3.980012
0258153.jpg,-11.357965,0.34918952
0092841.jpg,-5.606774,-0.8756016
0049091.jpg,-9.225777,-3.2427294
0022674.jpg,-15.750501,4.1955905
0288203.jpg,3.0946856,4.6766515
0065088.jpg,-0.78442174,12.814515
0089038.jpg,11.619437,-4.2381315
0163745.jpg,-12.012897,5.0770574
0075467.jpg,10.492528,-11.255973
4118606.jpg,-2.467184,-8.419992
0254871.jpg,21.57966,-4.6131907
8611750.jpg,-1.7519537,3.5532222
0048475.jpg,-11.432972,-2.918949
2388986.jpg,8.986186,-9.614689
1609962.jpg,10.166622,5.918535
0165874.jpg,-12.868242,-3.6603339
0061758.jpg,-8.794626,12.7351465
2405792.jpg,-4.0439787,-5.1668534
0382937.jpg,1.6393086,5.5905604
0780548.jpg,12.785966,-6.234715
2027136.jpg,19.160482,2.5324333
2456338.jpg,-9.892355,7.0047164
2805676.jpg,12.886761,-9.946992
0056095.jpg,-4.0200405,15.779305
0074087.jpg,11.152239,-8.122233
0044389.jpg,-1.5716456,1.8085673
2153981.jpg,9.2010765,-5.9330716
0865561.jpg,-3.4255552,-4.8523707
0884138.jpg,10.777144,6.905056
0074529.jpg,-4.882907,15.358275
0091839.jpg,20.473162,-7.1242867
2893490.jpg,10.303518,7.036116
5121000.jpg,-4.0668364,-6.56332
0099464.jpg,-3.9150953,7.381161
0047187.jpg,-11.628549,-9.5087185
0053558.jpg,-4.5530763,-7.0850224
0113399.jpg,-2.3007014,18.013054
0061445.jpg,-14.559005,11.005633
0081040.jpg,-9.531644,6.3377275
0023495.jpg,-9.834934,6.090593
4141260.jpg,14.629349,-8.594241
0092123.jpg,3.4189105,16.057627
0048673.jpg,-11.348631,-6.3224363
3004852.jpg,-2.1531296,-10.670707
1152834.jpg,11.174273,-2.9662318
2304771.jpg,11.344624,-5.6420712
0039116.jpg,-12.335415,5.1526823
1194616.jpg,-7.5073576,-5.578221
6888938.jpg,3.224927,4.997809
1697064.jpg,6.1575813,-10.285208
1570594.jpg,-4.3563147,-8.907225
0039472.jpg,-6.317229,-5.256563
1675759.jpg,9.402127,-10.300466
0097416.jpg,-0.28855234,0.10252156
1294212.jpg,-1.9825675,14.418889
1986945.jpg,9.949787,-9.424563
0090856.jpg,1.7388667,8.253529
8400800.jpg,6.653551,-3.9977002
0910888.jpg,-7.4780936,-7.3718247
0299863.jpg,-11.010841,10.237504
7297578.jpg,11.446149,-7.068402
0063278.jpg,-3.1876237,15.42295
0023939.jpg,-3.7222161,-7.585821
7725596.jpg,-2.7155368,17.542356
0378112.jpg,9.113658,-15.506105
0112281.jpg,3.4626524,3.080895
0078503.jpg,13.239766,-6.3559365
0092925.jpg,0.08176682,5.9065905
1684915.jpg,5.0280137,-7.4781647
0456554.jpg,-6.320565,-3.9921448
5427450.jpg,13.98891,6.012085
1289403.jpg,-5.9573135,-6.8140855
1264904.jpg,-6.2603183,-4.4555454
0094061.jpg,-12.76078,4.3283896
0020062.jpg,-0.7344391,-6.4365635
1080930.jpg,-2.2870648,6.8585286
2436386.jpg,9.704865,6.813835
2720826.jpg,-13.195188,2.8854902
0043972.jpg,-7.1427093,-3.7155502
3444016.jpg,11.341836,-7.12533
0309820.jpg,-7.365979,5.4452085
1783792.jpg,-5.386412,3.9593658
3197176.jpg,-6.4954076,-13.6267805
0116619.jpg,12.443085,-7.261418
0120596.jpg,8.619376,-11.685306
0092281.jpg,14.185233,-11.166255
2265398.jpg,10.319815,-5.8430257
0094265.jpg,1.3895801,-3.054082
2155399.jpg,14.031609,-4.064345
1376168.jpg,12.157279,-10.984558
0096131.jpg,-9.617054,12.502449
0049120.jpg,-17.146769,6.3520446
0066144.jpg,-7.015634,7.7875357
0053946.jpg,-3.6288767,-2.1146066
6470762.jpg,-14.109356,5.094783
0089882.jpg,13.480247,-10.350383
4215858.jpg,10.538173,4.767109
3800576.jpg,-3.8850615,6.3307657
2085865.jpg,10.825929,-9.575113
2601260.jpg,11.490431,-12.721762
2103171.jpg,-10.503082,-9.014323
3627704.jpg,-4.4666724,-5.859995
1664704.jpg,-9.85367,-2.2178276
8506788.jpg,-4.4409757,-2.9923036
0108108.jpg,-5.671364,13.455867
1465495.jpg,-9.721817,-7.7092047
0029381.jpg,10.876284,-7.660114
0266821.jpg,14.23937,0.45177504
0094021.jpg,-3.3928282,11.972206
0034251.jpg,-9.872722,13.144049
0090424.jpg,9.362109,4.986157
0057598.jpg,-9.083345,4.0533357
1920996.jpg,15.336672,-9.879464
0063970.jpg,-5.3125997,-1.7089467
0267891.jpg,-0.9576988,-9.993315
0245712.jpg,12.221464,-6.7630515
0105791.jpg,13.6601095,7.2999153
6591616.jpg,-12.241509,3.3052762
0053716.jpg,-7.3821607,0.76186824
1163752.jpg,0.939783,1.9357781
0105019.jpg,1.7824148,8.718138
6021478.jpg,-4.996713,-4.4844446
0113732.jpg,15.21092,3.4202478
0072116.jpg,-2.8035948,-12.67459
0263238.jpg,7.2616997,-8.975944
1376717.jpg,3.8317742,5.3386827
0096953.jpg,-3.2281663,14.686509
0068805.jpg,-9.186704,12.4079685
0186820.jpg,4.6303034,0.4769363
3956754.jpg,-5.6071296,-8.034444
3920782.jpg,-12.489709,0.036588088
3983902.jpg,11.57011,8.222967
0289844.jpg,0.5970483,-0.64686453
0446125.jpg,-11.020662,-1.5411965
0040331.jpg,-9.147784,-2.2851446
0059719.jpg,17.169714,0.29732874
0106965.jpg,8.65748,0.967485
4027504.jpg,-3.9074085,-3.2233205
1147764.jpg,-2.0459871,16.472929
0120646.jpg,16.553795,6.242048
0089677.jpg,13.730962,1.2113409
1623008.jpg,2.646175,5.536386
1297456.jpg,15.790481,-8.340279
0305357.jpg,8.011191,-5.8988485
0248752.jpg,10.509872,5.4085727
1901033.jpg,1.6270232,-6.155072
1112756.jpg,20.684906,-6.717506
0063840.jpg,5.118869,4.692618
1404830.jpg,1.2362036,-9.322046
0089500.jpg,-2.2209427,19.188896
6673840.jpg,10.131144,-3.3209896
1841840.jpg,3.1016963,4.1020193
0068676.jpg,7.8242364,-2.89656
8695030.jpg,11.68482,-6.3835216
9082020.jpg,5.04266,8.645134
3531824.jpg,-4.115794,7.8128757
7268368.jpg,-12.416193,-1.5784812
5988966.jpg,-9.435265,-8.739039
1461249.jpg,10.671197,4.289201
0079486.jpg,-0.036262877,5.806486
1437361.jpg,-14.496643,10.996996
3962984.jpg,-6.499235,-6.1862817
0425600.jpg,-9.421304,-7.024568
3530830.jpg,20.064371,-3.5950906
0088891.jpg,-7.214313,-9.095615
0025163.jpg,-8.9879055,-4.4628677
4211516.jpg,-1.1877722,-4.0639024
3317522.jpg,-2.3951306,15.110466
0166789.jpg,-15.418904,-6.4616494
5278868.jpg,13.748514,-3.2912614
0266824.jpg,-9.544967,0.549856
0068817.jpg,9.5609665,5.54273
0118954.jpg,3.054459,-1.9217455
0380609.jpg,19.958645,-5.350688
1724982.jpg,11.580749,-7.3637195
0929864.jpg,-8.687027,-5.0510035
0111776.jpg,4.661875,0.83257306
0101272.jpg,4.0882444,4.162126
0065944.jpg,0.65151787,15.22489
